STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,EDUCATION_LEV,Education level,EXP_SOURCE,Financing source,EXP_DESTINATION,Destination of expenditure,EXPENDITURE_TYPE,Type of expenditure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,Q_SHEET,Questionnaire sheet,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period,Q_SHEET_ROW_ID,Questionnaire row ID
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,IND,India,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,5101139.8,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,IND,India,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,5290200.159,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2022,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,NZL,New Zealand,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,2668.49354361847,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ISL,Iceland,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,97678.202,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2017,,2605751.095,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,2518776.506,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2022,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,3310881.505,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2020,,2973523.761,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2019,,2914844.055,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,2578445.008,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,OECD,OECD,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,2734855.224,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,KOR,Korea,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,62412437,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2017,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,KOR,Korea,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,85930537.4405679,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,KOR,Korea,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,71197545,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,KOR,Korea,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2017,,66544497,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,8372.9472,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,8341.4484,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,9423.400621,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2020,,9349.2508,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2019,,9067.0182,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,8863.867,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CHE,Switzerland,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2017,,8632.1828,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,81643.585,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,81052.798,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,94000.2834845827,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2020,,91478.2333643979,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2019,,85212.1118197218,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2018,,81786.9482155175,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2017,,83220.92,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ESP,Spain,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2016,,9102.564,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ESP,Spain,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2015,,9179.351,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ESP,Spain,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,11746.159,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ESP,Spain,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2020,,10711.23,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,ESP,Spain,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2019,,10394.028,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2021,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2020,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,G20,G20,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2019,,,,O,Missing value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE(3.0),"Full dataset - Indicators, source, destination and nature of expenditure on education",I,CRI,Costa Rica,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,V,Current prices,XDC,National currency,SOURCE,FIN1-SOURCE - Source of expenditure on education,2022,,2194126.93934247,,A,Normal value,6,Millions,0,Zero,,,G5,"G5: Government sources, Expenditure of all levels consolidated, Direct expenditure for educational institutions, Total: Direct expenditure for all educational institutions"
