STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,EDUCATION_LEV,Education level,EXP_SOURCE,Financing source,EXP_DESTINATION,Destination of expenditure,EXPENDITURE_TYPE,Type of expenditure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,Q_SHEET,Questionnaire sheet,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period,Q_SHEET_ROW_ID,Questionnaire row ID
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,7.48480917458103,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,8.40990287805697,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,8.30109426110742,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,8.70147687891623,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,8.80649087710577,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,GBR,United Kingdom,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,9.11995281574153,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,6.83188645159901,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,6.75687648333582,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,7.28309085158536,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,6.78070165055147,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,6.43240844666023,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,5.91662340059765,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,CZE,Czechia,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,5.92318102795817,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,1.51465589520929,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,1.53765142889733,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,1.60387178709879,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,1.59986619927792,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,1.54136494017035,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,1.48630604434886,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ITA,Italy,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,1.50577133410251,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,2.00028866237103,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,1.99170631369416,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,2.20196664110596,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,2.04479705465606,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,2.3205944471426,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,1.68851082978865,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,BGR,Bulgaria,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,1.58055427159795,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,1.88054683960698,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,1.93019414991261,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,2.23142560727972,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,2.16497734535453,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,2.14597292252942,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,2.05569973471052,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ROU,Romania,EXP,Expenditure on education,ISCED11_5T8,Tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,1.82617344771274,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,12.9622059057348,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,12.264024933453,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,13.0630551129894,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,12.9478814778435,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,13.0918534377603,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,12.7690835897151,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,12.9774627612596,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,9.6755694416253,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,9.59335625293841,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,9.91181679627965,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,9.73637282749988,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,9.93946858908342,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,10.342444069925,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,FIN,Finland,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,10.5071657664448,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,11.0137619838223,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,10.2944620104112,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,10.8920297268961,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2018,,10.8486219932535,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2017,,10.8051215488231,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2016,,10.4876924323051,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,ISR,Israel,EXP,Expenditure on education,ISCED11_1T4,Primary to post-secondary non-tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2015,,10.5217517205271,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,HUN,Hungary,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2021,,7.37550972460689,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,HUN,Hungary,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2020,,6.19655432154941,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV(3.0),Share of total government expenditure on education,I,HUN,Hungary,EXP,Expenditure on education,ISCED11_1T8,Primary to tertiary education,S13,General government,_T,Total,_T,Total - all expenditure types,_Z,Not applicable,PT_OTE_S13,Percentage of general government expenditure,_Z,Not applicable,2019,,6.99649367434518,,A,Normal value,0,Units,1,One,,,_Z,Not applicable
